id_contrato,idade,renda_mensal,tempo_emprego_anos,score_credito,dividas_ativas,possui_imovel,finalidade,valor_emprestimo,prazo_meses,inadimplente
103262,27,3251.77,11.0,315,0,nao,veiculo,6400.0,60,1
103263,44,8481.38,10.7,595,3,sim,pessoal,16400.0,36,0
103264,59,1906.77,6.3,498,1,sim,reforma,18300.0,48,0
103265,34,12659.67,10.5,694,5,nao,negocio,33800.0,36,1
103266,45,1688.37,0.7,596,1,sim,veiculo,4300.0,12,0
103267,18,1412.0,2.0,610,0,nao,pessoal,1200.0,48,0
103268,40,3605.27,3.6,746,1,nao,pessoal,23800.0,36,0
103269,36,1905.38,5.4,692,2,sim,pessoal,3400.0,24,0
103270,30,3234.32,4.4,625,1,nao,educacao,6900.0,36,0
103271,53,3979.32,6.7,859,0,sim,veiculo,26900.0,36,0
103272,36,3193.0,3.7,736,1,nao,pessoal,3000.0,48,0
103273,38,,4.7,586,2,nao,negocio,18100.0,60,1
103274,35,4458.07,4.0,592,0,nao,veiculo,9500.0,48,0
103275,18,2351.57,2.0,742,0,nao,educacao,7500.0,60,0
103276,26,5754.39,1.5,666,1,nao,educacao,12600.0,24,1
103277,52,3752.63,3.1,494,1,sim,reforma,5900.0,24,0
103278,18,1647.18,2.0,756,1,nao,negocio,3700.0,48,0
103279,31,1412.0,4.4,803,1,nao,negocio,3000.0,36,0
103280,35,3196.62,1.2,794,1,nao,pessoal,5300.0,60,0
103281,61,2061.84,6.4,841,3,sim,pessoal,18200.0,48,1
103282,49,1952.28,2.9,909,1,sim,negocio,3800.0,12,0
103283,33,4584.41,0.2,865,0,sim,reforma,5200.0,48,1
103284,56,1558.84,5.7,684,2,sim,veiculo,1600.0,24,0
103285,31,7275.2,,613,1,nao,negocio,33100.0,36,0
103286,52,,0.8,402,0,sim,reforma,5600.0,48,0
103287,24,,0.4,641,0,nao,veiculo,9400.0,48,0
103288,53,2345.6,4.1,707,1,sim,pessoal,26800.0,24,1
103289,35,5350.34,0.2,646,0,nao,negocio,20900.0,48,0
103290,28,3214.86,7.2,395,0,nao,educacao,13700.0,60,0
103291,37,2467.05,,603,2,sim,negocio,6300.0,24,0
103292,43,4297.26,5.2,724,1,nao,educacao,14900.0,12,0
103293,34,1412.0,5.0,507,0,nao,pessoal,4300.0,12,1
103294,47,1634.53,0.1,662,0,sim,veiculo,6900.0,36,0
103295,33,1852.36,14.3,696,1,nao,pessoal,17500.0,24,1
103296,47,4869.66,1.1,785,2,nao,pessoal,13200.0,36,0
103297,45,3926.96,5.2,863,4,sim,educacao,8600.0,12,0
103298,39,6556.09,23.0,591,1,sim,pessoal,21900.0,24,0
103299,35,2118.61,3.0,664,0,sim,veiculo,13200.0,24,0
103300,42,5223.52,2.5,668,2,sim,negocio,14900.0,60,0
103301,47,3774.08,7.8,724,1,nao,educacao,15500.0,24,0
103302,65,2466.96,1.7,710,1,sim,pessoal,11700.0,12,0
103303,51,5122.18,,825,0,sim,pessoal,65200.0,24,0
103304,52,3996.24,2.0,337,0,sim,veiculo,24300.0,60,1
103305,77,,10.4,694,2,sim,veiculo,6100.0,36,0
103306,46,4068.91,6.2,703,1,sim,negocio,3800.0,60,0
103307,46,3702.6,3.5,609,0,nao,veiculo,14200.0,24,0
103308,48,3730.92,32.0,346,2,nao,pessoal,8600.0,12,0
103309,28,2566.27,5.4,632,1,nao,reforma,6700.0,36,0
103310,35,1714.35,1.1,548,0,nao,veiculo,3300.0,48,0
103311,34,3617.75,7.8,858,1,nao,educacao,9400.0,60,0
103312,48,2610.89,16.3,689,1,sim,pessoal,6700.0,24,0
103313,38,2076.75,6.9,537,0,sim,veiculo,6800.0,60,0
103314,42,3335.82,5.9,373,1,nao,veiculo,7800.0,36,0
103315,53,6205.13,2.6,717,1,sim,veiculo,14100.0,36,0
103316,50,4589.4,1.9,730,1,sim,veiculo,22100.0,60,0
103317,38,2717.89,10.8,612,0,sim,veiculo,9500.0,36,0
103318,32,2474.4,1.8,718,1,nao,reforma,8700.0,48,0
103319,54,5878.84,0.0,595,3,sim,pessoal,20000.0,36,1
103320,49,1412.0,2.2,779,1,sim,pessoal,2900.0,12,1
103321,21,4536.64,0.8,769,0,nao,pessoal,37600.0,12,0
103322,36,,6.7,427,1,sim,pessoal,16700.0,60,0
103323,42,1748.28,1.9,459,1,nao,veiculo,12900.0,60,1
103324,49,3091.41,4.5,904,0,sim,pessoal,3800.0,60,0
103325,51,,0.5,761,0,sim,pessoal,32200.0,48,0
103326,43,9685.73,18.1,476,1,nao,negocio,51800.0,36,0
103327,47,5926.02,,436,2,nao,veiculo,13200.0,24,1
103328,41,4581.89,,667,1,sim,educacao,10500.0,36,0
103329,32,1412.0,10.7,491,1,nao,reforma,2200.0,36,0
103330,37,3921.97,0.1,599,1,nao,pessoal,11000.0,24,1
103331,40,2753.1,23.5,634,1,nao,veiculo,5900.0,48,0
103332,40,2376.5,2.0,628,0,nao,veiculo,2000.0,12,0
103333,18,3048.84,2.0,786,0,nao,pessoal,21300.0,36,0
103334,35,,4.0,879,1,nao,pessoal,12200.0,48,0
103335,41,6074.67,2.9,578,2,nao,pessoal,9500.0,60,1
103336,37,1412.0,6.9,493,0,nao,pessoal,8300.0,36,1
103337,37,3749.54,14.7,691,2,nao,pessoal,14200.0,24,0
103338,46,2451.68,7.6,852,0,sim,pessoal,17200.0,36,0
103339,27,2536.92,1.9,588,1,nao,veiculo,13800.0,12,1
103340,20,3410.04,1.4,751,1,nao,pessoal,7500.0,12,0
103341,36,1923.44,2.8,531,3,nao,educacao,10100.0,60,1
103342,49,4489.77,6.9,643,2,nao,pessoal,24100.0,12,0
103343,60,3687.23,4.1,489,1,sim,reforma,24300.0,36,0
103344,49,2852.37,7.0,641,2,sim,educacao,18200.0,36,0
103345,22,2291.19,6.0,625,1,nao,veiculo,27900.0,60,0
103346,37,3304.8,0.6,719,2,nao,pessoal,20500.0,48,0
103347,43,2523.79,4.2,871,1,sim,pessoal,5500.0,48,0
103348,42,3822.89,6.7,589,0,nao,pessoal,14900.0,48,0
103349,46,3411.93,,380,1,sim,pessoal,6400.0,24,1
103350,29,2330.62,13.0,614,0,nao,veiculo,16900.0,24,0
103351,41,9028.86,6.7,679,0,nao,reforma,18900.0,24,0
103352,45,4943.33,1.9,666,1,sim,veiculo,66000.0,36,0
103353,50,3357.41,1.2,620,1,sim,negocio,9900.0,12,0
103354,30,3579.98,14.0,833,1,nao,negocio,12200.0,60,0
103355,36,2021.59,7.3,658,4,nao,pessoal,5400.0,24,0
103356,18,2202.06,2.0,626,0,nao,reforma,5000.0,24,0
103357,33,2876.34,2.8,539,1,nao,pessoal,7300.0,36,1
103358,34,1748.91,0.3,413,1,nao,educacao,7000.0,24,1
103359,28,3984.56,9.8,683,1,nao,reforma,14100.0,24,0
103360,42,2883.54,3.9,672,2,sim,veiculo,7800.0,60,0
103361,39,3028.14,8.8,502,0,nao,veiculo,12700.0,24,0
103362,18,2047.92,2.0,634,0,nao,veiculo,5200.0,48,0
103363,43,19600.85,3.7,621,1,sim,pessoal,68400.0,48,0
103364,29,,2.6,559,4,sim,veiculo,22900.0,24,1
103365,46,1412.0,,537,2,sim,negocio,3500.0,24,1
103366,25,1412.0,0.7,693,2,nao,veiculo,4100.0,36,0
103367,40,5654.29,1.4,611,1,sim,pessoal,9900.0,60,0
103368,37,7503.93,4.3,563,0,nao,veiculo,21400.0,48,0
103369,44,2674.96,10.5,528,0,nao,reforma,11700.0,24,1
103370,41,7609.79,2.6,623,1,sim,veiculo,19400.0,12,0
103371,37,5410.02,0.7,760,0,sim,pessoal,9600.0,36,0
103372,22,2674.26,3.1,667,1,nao,reforma,11600.0,36,0
103373,22,2571.89,0.0,609,1,nao,pessoal,11900.0,24,0
103374,33,3788.76,1.8,680,0,sim,veiculo,19200.0,36,0
103375,40,6033.93,1.1,817,0,nao,veiculo,10000.0,60,0
103376,33,4267.69,11.8,704,0,nao,educacao,34000.0,60,0
103377,48,2798.09,6.9,674,2,sim,negocio,7300.0,48,0
103378,37,3269.26,0.0,723,0,sim,educacao,6300.0,60,0
103379,28,9574.24,1.7,619,0,nao,educacao,62000.0,24,0
103380,37,4131.11,1.3,664,1,nao,pessoal,32200.0,12,0
103381,43,6210.26,1.1,576,2,nao,reforma,18000.0,36,1
103382,44,5237.58,1.4,438,2,nao,reforma,11100.0,48,1
103383,63,4816.31,1.2,685,1,sim,educacao,22000.0,60,0
103384,32,3596.73,11.9,685,0,nao,educacao,5700.0,60,0
103385,39,6031.65,2.2,603,1,sim,pessoal,97600.0,36,0
103386,45,5841.05,3.2,775,0,sim,pessoal,11000.0,24,0
103387,40,4305.7,0.2,546,2,nao,educacao,18700.0,24,1
103388,34,2370.64,,410,1,nao,pessoal,7500.0,36,0
103389,21,3617.18,5.0,549,1,nao,pessoal,7300.0,48,0
103390,34,3346.37,1.5,440,2,nao,negocio,6700.0,36,1
103391,27,2682.4,11.0,684,0,nao,negocio,18500.0,24,0
103392,19,12401.72,0.2,542,1,nao,pessoal,54100.0,36,0
103393,30,1417.16,7.9,768,3,nao,pessoal,3300.0,12,0
103394,27,5384.01,11.0,765,2,nao,veiculo,13500.0,36,0
103395,47,2500.06,10.2,520,1,sim,pessoal,5400.0,24,0
103396,47,4318.65,10.3,535,0,sim,pessoal,25600.0,60,0
103397,29,13397.44,13.0,709,1,nao,pessoal,81600.0,60,0
103398,37,2119.28,4.5,767,1,nao,educacao,10200.0,48,1
103399,18,1880.41,2.0,378,1,nao,veiculo,7700.0,12,1
103400,34,3438.72,1.7,677,2,nao,pessoal,17500.0,36,1
103401,45,2468.69,0.2,354,1,nao,reforma,3200.0,24,1
103402,50,6738.87,3.2,569,3,nao,pessoal,27800.0,12,0
103403,31,2493.72,0.0,782,1,sim,negocio,16600.0,36,1
103404,53,5937.97,6.3,1000,0,sim,pessoal,23900.0,24,0
103405,22,1428.8,5.2,609,0,nao,pessoal,5200.0,60,0
103406,25,1412.0,8.6,478,1,nao,veiculo,3400.0,60,0
103407,49,3616.59,1.6,573,0,sim,pessoal,9000.0,60,0
103408,60,1748.89,10.7,649,1,nao,pessoal,4500.0,12,0
103409,46,9164.38,2.3,553,4,nao,negocio,36700.0,36,0
103410,40,1605.45,,520,1,sim,negocio,4200.0,12,1
103411,18,1582.32,2.0,585,2,nao,negocio,1900.0,36,0
103412,18,,0.2,691,0,nao,reforma,19900.0,36,0
103413,42,2758.27,0.2,618,1,nao,pessoal,13200.0,36,0
103414,36,1542.68,1.7,525,1,nao,negocio,6700.0,12,1
103415,27,9759.41,0.8,553,0,nao,reforma,19500.0,12,0
103416,41,2170.84,1.4,586,1,nao,veiculo,5700.0,24,0
103417,41,3380.66,1.7,510,1,nao,reforma,16200.0,24,1
103418,51,3693.61,,548,0,sim,veiculo,13100.0,24,0
103419,42,5628.11,0.4,724,2,nao,reforma,13000.0,60,0
103420,55,5343.9,5.3,610,2,nao,educacao,40800.0,12,0
103421,40,2363.3,9.3,412,1,nao,negocio,5000.0,24,1
103422,39,3077.91,0.5,773,4,sim,educacao,1800.0,60,0
103423,53,3657.77,0.4,694,3,nao,negocio,13500.0,60,0
103424,28,4861.32,7.5,460,0,nao,veiculo,18400.0,24,1
103425,74,2179.48,3.1,593,0,sim,pessoal,7900.0,60,0
103426,45,11936.7,5.4,537,0,sim,reforma,53200.0,24,0
103427,45,2591.16,7.3,728,2,nao,veiculo,6500.0,36,0
103428,46,,0.8,592,0,sim,pessoal,25600.0,60,0
103429,63,2189.49,3.2,631,1,sim,veiculo,3400.0,36,0
103430,50,2029.27,14.7,615,1,sim,veiculo,7000.0,24,0
103431,21,1808.87,2.4,448,0,nao,veiculo,4300.0,36,0
103432,57,2429.96,13.6,823,0,sim,reforma,15600.0,48,0
103433,36,2831.47,3.7,726,4,nao,negocio,6200.0,60,1
103434,41,2198.08,1.4,543,1,sim,pessoal,8000.0,24,0
103435,25,4535.88,9.0,665,0,nao,educacao,16700.0,24,0
103436,46,2584.77,6.8,767,0,sim,pessoal,10200.0,48,0
103437,32,2072.26,,647,2,nao,veiculo,4700.0,24,0
103438,41,3034.0,,842,1,nao,educacao,13200.0,24,0
103439,37,6211.73,0.2,1000,2,nao,negocio,22100.0,24,0
103440,63,,2.1,624,0,sim,pessoal,20100.0,24,0
103441,64,3922.9,2.1,564,2,sim,educacao,35300.0,36,0
103442,41,,4.6,511,1,nao,negocio,6400.0,48,1
103443,41,,7.0,352,0,nao,pessoal,3900.0,12,1
103444,36,1760.35,7.8,802,2,nao,veiculo,20000.0,36,0
103445,53,8503.09,3.6,594,0,sim,educacao,53600.0,48,0
103446,36,4760.94,13.3,754,0,sim,pessoal,24700.0,36,0
103447,35,2187.73,2.6,780,1,nao,reforma,6900.0,48,0
103448,52,3038.18,1.3,499,1,nao,veiculo,16600.0,60,1
103449,34,2205.21,18.0,519,1,nao,veiculo,2200.0,24,0
103450,40,2287.76,4.0,867,1,sim,veiculo,20200.0,60,0
103451,21,3768.97,3.9,631,0,nao,pessoal,22600.0,60,0
103452,48,3466.13,0.2,554,0,nao,pessoal,10900.0,24,1
103453,63,13017.62,9.4,504,2,sim,negocio,76800.0,60,0
103454,49,8159.42,4.6,622,1,nao,reforma,41400.0,36,0
103455,58,8515.39,2.5,836,0,sim,veiculo,16300.0,60,0
103456,30,4779.71,14.0,729,0,nao,reforma,18600.0,48,0
103457,43,3051.43,5.4,664,0,sim,pessoal,13400.0,60,0
103458,29,4531.83,3.1,847,0,nao,pessoal,14600.0,24,0
103459,37,2969.88,10.6,821,4,sim,veiculo,9100.0,48,0
103460,49,,,683,2,sim,pessoal,60400.0,12,0
103461,41,4703.78,0.8,1000,2,nao,pessoal,18300.0,60,0
103462,23,3477.24,7.0,608,3,nao,reforma,37600.0,24,1
103463,24,3272.93,8.0,783,1,nao,negocio,7700.0,24,0
103464,23,7838.81,,589,1,sim,pessoal,35100.0,60,0
103465,46,1807.08,0.9,757,0,sim,veiculo,3600.0,36,0
103466,65,11389.82,4.1,608,1,nao,reforma,59900.0,48,0
103467,56,3740.72,3.8,700,2,sim,educacao,6700.0,24,0
103468,18,1412.0,1.9,951,2,nao,pessoal,5900.0,36,0
103469,57,2739.97,1.5,764,1,sim,educacao,19500.0,60,0
103470,51,1671.49,0.6,702,0,sim,negocio,6000.0,60,0
103471,21,4191.87,3.3,539,1,nao,pessoal,8100.0,36,1
103472,36,,2.9,664,1,sim,pessoal,12400.0,48,1
103473,53,4546.82,2.6,509,2,nao,reforma,19800.0,36,0
103474,47,7497.75,31.0,755,1,sim,pessoal,24900.0,60,0
103475,24,2108.94,3.2,752,0,nao,pessoal,4100.0,48,0
103476,47,3467.13,7.7,617,3,nao,educacao,4600.0,36,0
103477,18,1412.0,2.0,856,0,nao,reforma,19100.0,36,0
103478,37,2906.01,2.2,838,1,nao,reforma,7200.0,24,0
103479,54,17070.89,15.6,659,1,sim,reforma,32900.0,60,0
103480,40,5712.53,0.2,714,1,nao,veiculo,24100.0,24,0
103481,34,3001.55,4.4,564,0,nao,educacao,5700.0,24,0
103482,51,2960.13,6.8,605,1,sim,negocio,14000.0,36,0
103483,52,4047.96,14.3,500,1,sim,educacao,31900.0,48,0
103484,56,4451.27,,578,1,nao,veiculo,8300.0,48,0
103485,50,3290.94,6.5,626,2,sim,educacao,9600.0,24,0
103486,53,5546.65,15.7,424,2,nao,educacao,25100.0,24,0
103487,49,2428.03,0.2,715,1,sim,veiculo,4100.0,24,0
103488,43,2272.68,17.2,773,0,sim,pessoal,4600.0,36,0
103489,41,4616.43,0.4,639,1,sim,veiculo,15100.0,60,0
103490,37,1891.98,,300,1,nao,veiculo,21500.0,60,1
103491,25,4620.14,9.0,607,2,nao,pessoal,9700.0,36,0
103492,29,3236.48,1.5,459,1,nao,pessoal,9600.0,24,1
103493,37,1412.0,8.7,561,0,nao,pessoal,21900.0,24,1
103494,43,4088.99,21.2,829,1,sim,pessoal,23100.0,60,0
103495,57,1640.22,,324,0,sim,veiculo,2100.0,48,0
103496,39,5391.4,,534,1,sim,reforma,16400.0,12,0
103497,52,3614.19,0.6,748,3,sim,reforma,18000.0,12,1
103498,53,11470.26,,549,2,sim,reforma,95600.0,36,1
103499,37,6485.7,4.5,539,2,sim,veiculo,52400.0,36,0
103500,47,2242.08,3.5,904,0,nao,educacao,11000.0,60,0
103501,37,1412.0,8.6,689,3,nao,reforma,7600.0,12,0
103502,56,2735.61,23.9,761,0,sim,reforma,4400.0,60,0
103503,48,2074.02,7.8,704,3,sim,educacao,4800.0,60,0
103504,26,8560.03,10.0,661,0,nao,pessoal,13800.0,24,1
103505,42,3786.46,0.0,804,2,sim,veiculo,24600.0,24,0
103506,60,6924.33,13.5,888,1,sim,educacao,30400.0,24,0
103507,38,3111.85,4.6,421,0,nao,pessoal,11600.0,48,0
103508,45,3563.84,4.9,635,0,nao,pessoal,31500.0,12,0
103509,47,3946.54,1.4,634,0,sim,veiculo,19100.0,60,0
103510,28,5917.88,12.0,584,1,nao,veiculo,41000.0,48,0
103511,46,4719.34,12.7,768,1,sim,negocio,26000.0,48,0
103512,23,1682.71,5.0,673,2,sim,educacao,9800.0,48,1
103513,32,8269.9,8.8,890,3,nao,pessoal,15500.0,12,0
103514,53,3527.58,9.8,783,1,nao,veiculo,22200.0,48,0
103515,44,3029.47,1.0,817,1,sim,educacao,14100.0,36,0
103516,36,,10.0,484,2,nao,reforma,3900.0,12,1
103517,45,5576.58,8.4,535,2,nao,veiculo,29400.0,24,0
103518,39,3892.35,3.6,546,2,nao,pessoal,29500.0,36,0
103519,40,3934.4,6.3,812,0,nao,negocio,13000.0,36,0
103520,48,3253.17,0.0,514,0,sim,veiculo,7300.0,24,0
103521,31,2438.53,,518,0,sim,pessoal,5600.0,36,0
103522,40,3039.0,0.4,494,1,sim,pessoal,4600.0,60,0
103523,36,4587.68,6.4,998,4,nao,educacao,14500.0,24,0
103524,21,4158.49,5.0,622,3,nao,reforma,20700.0,24,0
103525,29,2872.76,8.0,709,0,nao,pessoal,28500.0,36,0
103526,59,6983.69,9.1,492,1,sim,veiculo,15100.0,36,0
103527,45,3766.78,0.8,765,0,sim,negocio,16400.0,60,0
103528,24,2312.83,8.0,409,0,nao,veiculo,8200.0,36,0
103529,22,,,513,1,nao,veiculo,11500.0,24,0
103530,39,1743.32,,545,0,nao,pessoal,2400.0,24,0
103531,59,4709.85,,668,1,sim,pessoal,9000.0,12,0
103532,38,1558.59,0.4,537,1,sim,negocio,16200.0,48,0
103533,56,2354.7,9.3,838,2,sim,pessoal,15100.0,24,0
103534,44,1412.0,2.7,705,4,nao,pessoal,5900.0,48,0
103535,46,3610.92,0.1,550,0,nao,pessoal,16700.0,36,0
103536,24,7397.16,4.8,770,0,nao,pessoal,40400.0,48,0
103537,51,3885.57,6.1,589,0,sim,veiculo,10400.0,24,0
103538,36,5066.29,4.6,563,2,nao,negocio,13900.0,24,0
103539,50,15111.17,0.3,756,2,sim,pessoal,36600.0,36,0
103540,30,4126.23,8.3,321,0,nao,pessoal,16000.0,24,1
103541,42,2499.87,1.6,736,0,sim,veiculo,4400.0,36,0
103542,44,2755.95,4.4,547,0,nao,negocio,6500.0,48,1
103543,38,3641.32,3.7,547,1,nao,negocio,17300.0,60,1
103544,45,2777.54,5.6,895,1,nao,negocio,7900.0,36,0
103545,37,2647.01,2.0,571,1,nao,pessoal,3200.0,24,0
103546,32,5824.83,0.2,764,1,nao,reforma,16200.0,24,0
103547,59,,1.7,676,2,sim,reforma,35400.0,60,0
103548,53,1675.1,1.1,690,1,sim,pessoal,6300.0,24,0
103549,31,2133.52,7.8,607,2,sim,reforma,2700.0,12,0
103550,47,3112.98,8.1,601,1,nao,reforma,20200.0,60,0
103551,31,4651.85,1.7,839,1,nao,reforma,14000.0,12,0
103552,26,5880.49,4.7,761,2,nao,pessoal,25200.0,48,0
103553,52,18315.43,5.8,575,1,sim,pessoal,120000.0,12,0
103554,20,2232.36,4.0,504,2,nao,veiculo,7300.0,48,1
103555,51,3296.99,24.3,564,0,sim,pessoal,3700.0,24,0
103556,37,4973.34,7.6,768,2,nao,pessoal,49900.0,60,0
103557,37,2472.32,21.0,793,3,nao,reforma,2300.0,12,0
103558,45,3640.52,4.0,712,1,nao,pessoal,10400.0,24,0
103559,47,3197.96,0.3,430,0,sim,pessoal,24400.0,48,0
103560,30,1412.0,3.0,738,0,nao,pessoal,3300.0,36,0
103561,49,4389.67,4.4,809,0,sim,pessoal,10500.0,36,0
103562,41,3406.6,17.4,663,1,nao,pessoal,10500.0,36,0
103563,25,6225.43,6.6,897,0,nao,educacao,19600.0,36,0
103564,38,,4.2,468,2,nao,educacao,7600.0,60,1
103565,57,2078.3,,729,1,sim,pessoal,5000.0,48,0
103566,60,3595.59,2.1,507,2,sim,veiculo,24000.0,36,0
103567,49,1412.0,2.7,778,0,sim,pessoal,3600.0,24,0
103568,26,1611.14,1.2,720,1,nao,pessoal,7600.0,36,0
103569,46,5639.55,2.3,874,0,nao,educacao,11400.0,60,0
103570,50,3616.93,1.2,705,0,sim,negocio,29100.0,24,1
103571,49,6813.15,2.8,587,4,sim,pessoal,41900.0,24,0
103572,49,1412.0,3.3,576,0,sim,educacao,4700.0,12,0
103573,44,3406.1,,607,1,nao,pessoal,17500.0,36,0
103574,39,,20.8,574,4,nao,educacao,24700.0,48,0
103575,33,5802.43,3.4,815,1,nao,veiculo,11100.0,36,0
103576,18,4053.74,2.0,806,0,nao,veiculo,7500.0,60,0
103577,44,5540.93,16.4,445,0,nao,educacao,24300.0,48,1
103578,42,8889.58,0.7,645,0,sim,reforma,14300.0,60,0
103579,47,3281.62,13.7,648,0,sim,negocio,4500.0,36,0
103580,24,6360.4,0.3,538,0,sim,veiculo,8500.0,12,1
103581,48,2286.15,2.4,697,2,sim,negocio,8700.0,36,1
103582,65,2286.86,4.1,830,1,sim,educacao,2400.0,48,0
103583,41,,0.1,756,1,sim,veiculo,15700.0,36,0
103584,39,1609.38,6.6,815,0,sim,veiculo,1000.0,36,0
103585,44,5333.16,2.2,547,2,sim,negocio,24300.0,48,0
103586,64,4381.47,4.4,645,1,sim,veiculo,20800.0,12,0
103587,28,5806.05,4.7,540,2,nao,pessoal,17900.0,48,0
103588,42,,1.2,671,2,nao,pessoal,26200.0,48,0
103589,30,3407.44,3.2,683,2,nao,pessoal,19200.0,60,0
103590,33,4538.77,1.8,765,0,nao,pessoal,9900.0,48,0
103591,39,2557.42,22.2,811,1,sim,pessoal,5300.0,12,0
103592,56,,2.4,730,1,nao,reforma,16700.0,36,0
103593,62,5379.51,,528,1,sim,veiculo,28400.0,36,0
103594,45,3871.14,6.2,464,1,sim,pessoal,11500.0,36,0
103595,35,2808.73,4.2,708,1,nao,pessoal,3400.0,48,0
103596,70,3959.55,,835,1,sim,pessoal,24200.0,36,0
103597,35,8446.59,2.4,637,1,nao,veiculo,30800.0,48,0
103598,33,2688.28,16.4,441,0,nao,veiculo,9100.0,48,0
103599,19,2192.18,3.0,911,0,nao,negocio,1400.0,48,0
103600,57,1620.23,9.4,704,0,sim,reforma,7800.0,48,0
103601,52,4048.58,7.5,662,2,nao,educacao,13700.0,24,0
103602,69,5947.36,3.0,488,0,sim,pessoal,15100.0,12,1
103603,23,4767.63,0.6,642,1,nao,educacao,10100.0,24,0
103604,57,4398.14,0.3,729,1,sim,reforma,16500.0,60,0
103605,41,6370.78,,705,1,nao,negocio,29500.0,60,1
103606,50,6195.59,,552,3,sim,reforma,17200.0,60,0
103607,20,5319.08,4.0,633,0,nao,negocio,26000.0,12,1
103608,58,7120.86,10.5,560,3,sim,negocio,12500.0,60,0
103609,49,9727.56,7.9,856,1,sim,negocio,23000.0,60,0
103610,40,3392.16,1.7,756,2,sim,veiculo,17900.0,24,0
103611,48,1956.78,7.7,572,2,nao,pessoal,5400.0,36,1
103612,31,4820.18,6.1,488,0,nao,veiculo,47300.0,60,1
103613,33,5269.13,3.3,676,0,nao,negocio,21800.0,36,0
103614,34,8233.64,3.3,576,1,sim,negocio,14300.0,60,1
103615,18,5665.13,2.0,586,0,nao,negocio,7700.0,36,1
103616,50,12081.45,,492,0,sim,veiculo,67700.0,24,1
103617,54,5827.46,,509,0,sim,educacao,14200.0,24,0
103618,32,3842.36,12.6,661,3,nao,veiculo,23300.0,12,0
103619,44,1816.99,1.8,605,0,sim,reforma,4600.0,48,0
103620,37,4262.4,11.9,965,1,nao,veiculo,17200.0,24,0
103621,44,2872.11,3.5,717,2,sim,pessoal,8200.0,36,0
103622,32,3805.97,16.0,490,0,nao,veiculo,15500.0,60,1
103623,29,3361.28,3.9,440,2,nao,pessoal,18200.0,24,1
103624,53,5371.54,,692,1,sim,veiculo,19000.0,24,0
103625,39,3490.08,11.1,588,0,sim,reforma,18200.0,60,0
103626,64,6930.44,1.0,813,2,sim,pessoal,8800.0,60,0
103627,41,1412.0,3.6,677,0,nao,reforma,6300.0,60,0
103628,29,3621.31,,382,0,sim,pessoal,12900.0,24,0
103629,55,8028.77,17.7,507,0,sim,pessoal,24000.0,12,0
103630,48,,2.4,552,1,sim,pessoal,9500.0,48,0
103631,49,6135.27,3.6,697,1,sim,pessoal,7900.0,60,0
103632,54,10468.25,,503,2,sim,educacao,42000.0,48,1
103633,32,3717.88,0.4,660,0,nao,educacao,16100.0,24,0
103634,38,3645.74,13.2,466,0,nao,reforma,16300.0,48,0
103635,38,4870.33,4.3,641,1,sim,reforma,17000.0,48,0
103636,25,3088.57,0.5,688,0,nao,reforma,5300.0,60,0
103637,37,2339.84,1.5,830,2,nao,educacao,4400.0,12,0
103638,56,3121.39,16.6,672,0,sim,veiculo,3100.0,24,0
103639,43,2088.38,1.8,534,2,nao,pessoal,7900.0,36,0
103640,24,4081.25,5.9,834,1,nao,negocio,44800.0,60,0
103641,21,2944.39,1.6,616,2,nao,veiculo,9800.0,60,0
103642,60,3399.08,5.9,741,0,sim,negocio,7500.0,24,0
103643,39,2696.03,3.3,560,2,sim,negocio,9600.0,36,0
103644,32,4472.83,4.6,652,2,nao,veiculo,14400.0,36,0
103645,37,5526.89,10.9,536,1,sim,negocio,6800.0,24,0
103646,22,1593.78,,682,0,nao,pessoal,6500.0,48,0
103647,57,2040.99,2.3,744,1,sim,reforma,6700.0,36,0
103648,35,5940.16,0.3,576,0,nao,reforma,18800.0,60,0
103649,56,1945.15,10.2,568,0,sim,educacao,22400.0,36,0
103650,41,5089.25,,686,5,nao,veiculo,16800.0,60,0
103651,57,10084.12,5.4,533,2,sim,pessoal,105300.0,12,0
103652,43,9380.68,,443,2,nao,pessoal,20000.0,36,1
103653,50,6218.27,8.1,686,1,sim,veiculo,8800.0,36,1
103654,49,6057.64,6.5,626,0,sim,veiculo,13000.0,24,0
103655,47,13864.52,0.9,623,0,sim,veiculo,98100.0,36,0
103656,44,1412.0,2.8,708,0,sim,reforma,3100.0,48,0
103657,37,2787.08,6.6,726,1,sim,veiculo,4100.0,36,0
103658,63,6608.34,8.6,619,1,sim,pessoal,28400.0,60,0
103659,29,2709.69,10.3,494,0,nao,pessoal,7500.0,24,0
103660,40,7364.54,2.9,557,1,nao,negocio,36400.0,24,1
103661,40,3644.26,9.2,716,0,nao,reforma,8500.0,24,1
103662,45,4229.64,9.0,658,0,nao,veiculo,8500.0,48,0
103663,35,3021.29,0.5,569,1,nao,veiculo,28600.0,12,1
103664,44,2919.88,0.1,538,1,nao,pessoal,6200.0,12,1
103665,38,2694.12,3.4,720,0,sim,pessoal,5700.0,12,0
103666,21,3396.61,5.0,611,0,nao,educacao,15700.0,24,0
103667,40,2432.18,2.5,738,0,sim,pessoal,1600.0,36,0
103668,27,5368.32,3.6,754,2,nao,pessoal,29200.0,36,0
103669,19,4070.57,3.0,599,1,nao,veiculo,41700.0,48,0
